timestamp,open,high,low,close,volume
2015-01-02T00:00:00+05:30,36498.0,36820.0,35698.0,36235.0,27852
2015-01-05T00:00:00+05:30,36627.0,37196.0,36385.0,37026.0,25523
2015-01-06T00:00:00+05:30,37166.0,38136.0,37052.0,37914.0,25881
2015-01-07T00:00:00+05:30,37550.0,37930.0,37211.0,37762.0,21015
2015-01-08T00:00:00+05:30,37612.0,37613.0,36850.0,36954.0,21322
2015-01-09T00:00:00+05:30,36820.0,37199.0,36530.0,36833.0,21892
2015-01-12T00:00:00+05:30,37074.0,37304.0,36847.0,36971.0,15530
2015-01-13T00:00:00+05:30,37240.0,38290.0,37240.0,38158.0,29694
2015-01-14T00:00:00+05:30,37900.0,38100.0,37025.0,37930.0,30058
2015-01-15T00:00:00+05:30,37601.0,38389.0,37076.0,37922.0,37800
2015-01-16T00:00:00+05:30,38095.0,39380.0,37610.0,39061.0,31702
2015-01-19T00:00:00+05:30,38967.0,39279.0,38872.0,39028.0,15999
2015-01-20T00:00:00+05:30,38900.0,39786.0,38900.0,39522.0,28689
2015-01-21T00:00:00+05:30,39772.0,40580.0,39565.0,39923.0,38606
2015-01-22T00:00:00+05:30,39795.0,40438.0,39401.0,40079.0,32158
2015-01-23T00:00:00+05:30,39999.0,40260.0,39725.0,39965.0,19040
2015-01-27T00:00:00+05:30,39468.0,39790.0,39083.0,39530.0,19645
2015-01-28T00:00:00+05:30,39332.0,39649.0,39307.0,39472.0,15345
2015-01-29T00:00:00+05:30,39350.0,39350.0,37166.0,37286.0,41502
2015-01-30T00:00:00+05:30,37380.0,38385.0,37201.0,38105.0,26776
2015-02-02T00:00:00+05:30,38118.0,38276.0,37642.0,38005.0,18734
2015-02-03T00:00:00+05:30,37792.0,39000.0,37703.0,38091.0,31967
2015-02-04T00:00:00+05:30,38390.0,38840.0,37970.0,38371.0,23904
2015-02-05T00:00:00+05:30,38485.0,38649.0,37410.0,37859.0,31098
2015-02-06T00:00:00+05:30,38011.0,38250.0,36731.0,37024.0,30944
2015-02-09T00:00:00+05:30,37175.0,37964.0,37072.0,37798.0,20606
2015-02-10T00:00:00+05:30,37661.0,37950.0,37179.0,37599.0,22059
2015-02-11T00:00:00+05:30,37656.0,37836.0,37251.0,37397.0,18848
2015-02-12T00:00:00+05:30,37250.0,37781.0,37050.0,37225.0,23884
2015-02-13T00:00:00+05:30,37500.0,38377.0,37333.0,38204.0,26163
2015-02-16T00:00:00+05:30,38101.0,38474.0,38034.0,38128.0,10586
2015-02-17T00:00:00+05:30,37817.0,37817.0,36201.0,36374.0,25386
2015-02-18T00:00:00+05:30,36513.0,36780.0,36170.0,36278.0,24438
2015-02-19T00:00:00+05:30,36712.0,37135.0,36320.0,36420.0,27779
2015-02-20T00:00:00+05:30,36500.0,36760.0,36227.0,36314.0,23660
2015-02-23T00:00:00+05:30,36262.0,36771.0,35791.0,36199.0,30525
2015-02-24T00:00:00+05:30,36314.0,36546.0,35760.0,35974.0,30174
2015-02-25T00:00:00+05:30,36200.0,36829.0,36200.0,36455.0,22239
2015-02-26T00:00:00+05:30,36650.0,37098.0,36559.0,36628.0,21500
2015-02-27T00:00:00+05:30,36627.0,36745.0,36231.0,36393.0,18702
2015-02-28T00:00:00+05:30,36199.0,36784.0,36130.0,36716.0,4809
2015-03-02T00:00:00+05:30,37000.0,37180.0,36600.0,36646.0,2744
2015-03-03T00:00:00+05:30,36789.0,36798.0,36198.0,36399.0,700
2015-03-04T00:00:00+05:30,36400.0,36525.0,36230.0,36378.0,216
2015-03-05T00:00:00+05:30,36550.0,36550.0,36199.0,36475.0,78
2015-03-06T00:00:00+05:30,36460.0,36460.0,35911.0,35972.0,19839
2015-03-09T00:00:00+05:30,36000.0,36188.0,35838.0,35914.0,15061
2015-03-10T00:00:00+05:30,35846.0,35990.0,35557.0,35697.0,23509
2015-03-11T00:00:00+05:30,35725.0,35828.0,34887.0,35049.0,26954
2015-03-12T00:00:00+05:30,35173.0,35539.0,35080.0,35325.0,22324
2015-03-13T00:00:00+05:30,35422.0,35636.0,35370.0,35533.0,17094
2015-03-16T00:00:00+05:30,35571.0,35846.0,35352.0,35563.0,19049
2015-03-17T00:00:00+05:30,35425.0,35650.0,35019.0,35356.0,23549
2015-03-18T00:00:00+05:30,35331.0,35468.0,35130.0,35312.0,17822
2015-03-19T00:00:00+05:30,35500.0,36436.0,35500.0,36371.0,25483
2015-03-20T00:00:00+05:30,36466.0,37825.0,36239.0,37789.0,31866
2015-03-23T00:00:00+05:30,37721.0,37990.0,37333.0,37781.0,19472
2015-03-24T00:00:00+05:30,37751.0,38098.0,37669.0,37991.0,20020
2015-03-25T00:00:00+05:30,37870.0,38340.0,37750.0,38158.0,18348
2015-03-26T00:00:00+05:30,38258.0,39090.0,38258.0,38613.0,22736
2015-03-27T00:00:00+05:30,38319.0,38650.0,37925.0,38395.0,18980
2015-03-30T00:00:00+05:30,38200.0,38200.0,37412.0,37466.0,18915
2015-03-31T00:00:00+05:30,37336.0,37671.0,37044.0,37169.0,20632
2015-04-01T00:00:00+05:30,37344.0,38080.0,37030.0,37900.0,25594
2015-04-02T00:00:00+05:30,37700.0,37729.0,37107.0,37349.0,14206
2015-04-06T00:00:00+05:30,37635.0,38588.0,37635.0,38163.0,23543
2015-04-07T00:00:00+05:30,38140.0,38140.0,37563.0,37687.0,17491
2015-04-08T00:00:00+05:30,37718.0,37840.0,36761.0,36958.0,21915
2015-04-09T00:00:00+05:30,36777.0,36777.0,36085.0,36283.0,22155
2015-04-10T00:00:00+05:30,36444.0,37164.0,36317.0,36713.0,24906
2015-04-13T00:00:00+05:30,36731.0,36820.0,36423.0,36560.0,17239
2015-04-14T00:00:00+05:30,36380.0,36570.0,35900.0,36325.0,18276
2015-04-15T00:00:00+05:30,36282.0,36639.0,36066.0,36581.0,18475
2015-04-16T00:00:00+05:30,36618.0,36850.0,36125.0,36487.0,21486
2015-04-17T00:00:00+05:30,36428.0,36890.0,36369.0,36455.0,23155
2015-04-20T00:00:00+05:30,36777.0,36777.0,35950.0,36074.0,24861
2015-04-21T00:00:00+05:30,36205.0,36515.0,36031.0,36157.0,22129
2015-04-22T00:00:00+05:30,36080.0,36320.0,35591.0,35791.0,24131
2015-04-23T00:00:00+05:30,35830.0,36194.0,35805.0,36111.0,20193
2015-04-24T00:00:00+05:30,35972.0,36234.0,35677.0,35950.0,21556
2015-04-27T00:00:00+05:30,36060.0,37323.0,36016.0,37148.0,29062
2015-04-28T00:00:00+05:30,37100.0,37600.0,36960.0,37527.0,23967
2015-04-29T00:00:00+05:30,37498.0,37790.0,37150.0,37714.0,21969
2015-04-30T00:00:00+05:30,37350.0,37730.0,36060.0,36515.0,24534
2015-05-01T00:00:00+05:30,36514.0,36658.0,36077.0,36540.0,2087
2015-05-04T00:00:00+05:30,36901.0,37742.0,36763.0,37130.0,529
2015-05-05T00:00:00+05:30,37100.0,37552.0,36970.0,37340.0,408
2015-05-06T00:00:00+05:30,37969.0,38243.0,37742.0,37992.0,23622
2015-05-07T00:00:00+05:30,38025.0,38185.0,37640.0,37865.0,24635
2015-05-08T00:00:00+05:30,37800.0,38150.0,37620.0,37935.0,24020
2015-05-11T00:00:00+05:30,37923.0,38137.0,37549.0,37668.0,20703
2015-05-12T00:00:00+05:30,37764.0,38477.0,37520.0,38364.0,27944
2015-05-13T00:00:00+05:30,38280.0,39630.0,38253.0,39524.0,37255
2015-05-14T00:00:00+05:30,39280.0,40130.0,39273.0,39744.0,32955
2015-05-15T00:00:00+05:30,39591.0,40049.0,39350.0,39951.0,24865
2015-05-18T00:00:00+05:30,40050.0,40574.0,40050.0,40470.0,23202
2015-05-19T00:00:00+05:30,40326.0,40326.0,38856.0,39276.0,37119
2015-05-20T00:00:00+05:30,39235.0,39550.0,38932.0,39290.0,21869
2015-05-21T00:00:00+05:30,39399.0,39455.0,38939.0,39166.0,18557
2015-05-22T00:00:00+05:30,39200.0,39538.0,38773.0,38928.0,23787
2015-05-25T00:00:00+05:30,38762.0,39200.0,38760.0,39140.0,9124
2015-05-26T00:00:00+05:30,39040.0,39118.0,38324.0,38510.0,26365
2015-05-27T00:00:00+05:30,38583.0,38672.0,38255.0,38354.0,16536
2015-05-28T00:00:00+05:30,38340.0,38450.0,38026.0,38296.0,21310
2015-05-29T00:00:00+05:30,38365.0,38550.0,38217.0,38349.0,15500
2015-06-01T00:00:00+05:30,38242.0,39150.0,38030.0,38242.0,28632
2015-06-02T00:00:00+05:30,38309.0,38550.0,38175.0,38447.0,19872
2015-06-03T00:00:00+05:30,38416.0,38472.0,37810.0,37948.0,24536
2015-06-04T00:00:00+05:30,38000.0,38065.0,37114.0,37172.0,26513
2015-06-05T00:00:00+05:30,37176.0,37280.0,36725.0,37010.0,24077
2015-06-08T00:00:00+05:30,37130.0,37220.0,36769.0,36861.0,15955
2015-06-09T00:00:00+05:30,36977.0,37177.0,36775.0,36863.0,17140
2015-06-10T00:00:00+05:30,36956.0,37227.0,36682.0,36733.0,20909
2015-06-11T00:00:00+05:30,36786.0,36850.0,36450.0,36812.0,22326
2015-06-12T00:00:00+05:30,36732.0,36830.0,36534.0,36594.0,14239
2015-06-15T00:00:00+05:30,36675.0,37371.0,36507.0,37092.0,24772
2015-06-16T00:00:00+05:30,36960.0,37125.0,36651.0,36848.0,16823
2015-06-17T00:00:00+05:30,36818.0,37015.0,36652.0,36878.0,14437
2015-06-18T00:00:00+05:30,36990.0,37481.0,36842.0,36892.0,30106
2015-06-19T00:00:00+05:30,36879.0,36958.0,36250.0,36680.0,19273
2015-06-22T00:00:00+05:30,36654.0,36900.0,36431.0,36736.0,21895
2015-06-23T00:00:00+05:30,36700.0,36721.0,35891.0,35938.0,26955
2015-06-24T00:00:00+05:30,35994.0,36265.0,35938.0,36182.0,18921
2015-06-25T00:00:00+05:30,36311.0,36313.0,35939.0,36106.0,12962
2015-06-26T00:00:00+05:30,36090.0,36190.0,35416.0,35968.0,23902
2015-06-29T00:00:00+05:30,36200.0,36429.0,35803.0,35854.0,18462
2015-06-30T00:00:00+05:30,35778.0,35950.0,35272.0,35536.0,18790
2015-07-01T00:00:00+05:30,35864.0,35864.0,35335.0,35376.0,2851
2015-07-02T00:00:00+05:30,35300.0,35625.0,35147.0,35435.0,602
2015-07-03T00:00:00+05:30,35455.0,35725.0,35397.0,35515.0,160
2015-07-06T00:00:00+05:30,36025.0,36320.0,35775.0,36181.0,17618
2015-07-07T00:00:00+05:30,36002.0,36075.0,34011.0,34663.0,44163
2015-07-08T00:00:00+05:30,34567.0,35167.0,34100.0,35000.0,31625
2015-07-09T00:00:00+05:30,34950.0,35722.0,34711.0,35328.0,29288
2015-07-10T00:00:00+05:30,35469.0,35885.0,35342.0,35615.0,17487
2015-07-13T00:00:00+05:30,35625.0,35745.0,35241.0,35527.0,20890
2015-07-14T00:00:00+05:30,35437.0,35448.0,35080.0,35172.0,18694
2015-07-15T00:00:00+05:30,35189.0,35238.0,34561.0,34696.0,23280
2015-07-16T00:00:00+05:30,34747.0,34790.0,34256.0,34504.0,21549
2015-07-17T00:00:00+05:30,34421.0,34540.0,34121.0,34200.0,16448
2015-07-20T00:00:00+05:30,34170.0,34473.0,33430.0,34145.0,33730
2015-07-21T00:00:00+05:30,34057.0,34324.0,33882.0,34022.0,19522
2015-07-22T00:00:00+05:30,33988.0,34225.0,33663.0,33955.0,25459
2015-07-23T00:00:00+05:30,34100.0,34384.0,33855.0,33904.0,18177
2015-07-24T00:00:00+05:30,33836.0,33863.0,33310.0,33702.0,27522
2015-07-27T00:00:00+05:30,33783.0,34145.0,33750.0,33930.0,20631
2015-07-28T00:00:00+05:30,33760.0,33839.0,33566.0,33765.0,16741
2015-07-29T00:00:00+05:30,33859.0,34250.0,33668.0,33975.0,19763
2015-07-30T00:00:00+05:30,33982.0,34185.0,33750.0,34020.0,20105
2015-07-31T00:00:00+05:30,33900.0,34450.0,33625.0,34025.0,29058
2015-08-03T00:00:00+05:30,33945.0,33974.0,33431.0,33499.0,18472
2015-08-04T00:00:00+05:30,33400.0,33638.0,33328.0,33481.0,17215
2015-08-05T00:00:00+05:30,33443.0,33675.0,33355.0,33479.0,17057
2015-08-06T00:00:00+05:30,33457.0,33786.0,33370.0,33708.0,18011
2015-08-07T00:00:00+05:30,33666.0,34345.0,33571.0,34031.0,31249
2015-08-10T00:00:00+05:30,33957.0,35190.0,33957.0,35021.0,29081
2015-08-11T00:00:00+05:30,34999.0,35385.0,34814.0,35330.0,29509
2015-08-12T00:00:00+05:30,35301.0,36171.0,35252.0,36091.0,31295
2015-08-13T00:00:00+05:30,35860.0,36180.0,35685.0,36007.0,21464
2015-08-14T00:00:00+05:30,35915.0,36290.0,35360.0,35429.0,25093
2015-08-17T00:00:00+05:30,35597.0,35930.0,35520.0,35814.0,15609
2015-08-18T00:00:00+05:30,35805.0,35840.0,34551.0,34794.0,30349
2015-08-19T00:00:00+05:30,34779.0,35739.0,34658.0,35527.0,28219
2015-08-20T00:00:00+05:30,35735.0,36398.0,35735.0,36310.0,25988
2015-08-21T00:00:00+05:30,36464.0,36786.0,35682.0,36200.0,33975
2015-08-24T00:00:00+05:30,36050.0,36140.0,34930.0,35410.0,40165
2015-08-25T00:00:00+05:30,35314.0,35441.0,34471.0,34652.0,27638
2015-08-26T00:00:00+05:30,34546.0,34551.0,33151.0,33423.0,34414
2015-08-27T00:00:00+05:30,33466.0,34450.0,33401.0,34056.0,27243
2015-08-28T00:00:00+05:30,33666.0,34698.0,33666.0,34378.0,20696
2015-08-31T00:00:00+05:30,34334.0,34748.0,34235.0,34581.0,12420
2015-09-01T00:00:00+05:30,34756.0,34908.0,34368.0,34511.0,2855
2015-09-02T00:00:00+05:30,34387.0,35019.0,34270.0,34728.0,563
2015-09-03T00:00:00+05:30,34685.0,34979.0,34530.0,34762.0,166
2015-09-04T00:00:00+05:30,34900.0,35100.0,34600.0,34715.0,67
2015-09-07T00:00:00+05:30,35470.0,35538.0,35101.0,35193.0,9931
2015-09-08T00:00:00+05:30,35176.0,35936.0,35032.0,35663.0,23571
2015-09-09T00:00:00+05:30,35800.0,35988.0,35260.0,35294.0,20058
2015-09-10T00:00:00+05:30,35391.0,35841.0,35321.0,35383.0,20578
2015-09-11T00:00:00+05:30,35488.0,35535.0,34551.0,34975.0,23744
2015-09-14T00:00:00+05:30,35158.0,35173.0,34630.0,34713.0,14711
2015-09-15T00:00:00+05:30,34701.0,34765.0,34451.0,34625.0,13910
2015-09-16T00:00:00+05:30,34648.0,35850.0,34580.0,35779.0,27808
2015-09-17T00:00:00+05:30,35612.0,36049.0,35509.0,35932.0,14242
2015-09-18T00:00:00+05:30,35990.0,36690.0,35855.0,36077.0,27999
2015-09-21T00:00:00+05:30,36000.0,36247.0,35872.0,36172.0,14894
2015-09-22T00:00:00+05:30,36033.0,36148.0,35186.0,35267.0,25832
